node_id,category,root_cause_summary,independently_reproducible,suggested_work_package
tests.test_s3c_self_contained_fresh_tenant_live_proof.TestFreshEndpointSmoke::test_retailer_bindings,CONFIGURATION_DRIFT,Bootstrap reconcile: reporting_role does not exist; migration 011_s6_p_reporting_role must run first,YES,WP-RECONCILE-ROLE
tests.test_s3c_self_contained_fresh_tenant_live_proof.TestFreshEndpointSmoke::test_retailers_list,CONFIGURATION_DRIFT,Bootstrap reconcile: reporting_role does not exist; migration 011_s6_p_reporting_role must run first,YES,WP-RECONCILE-ROLE
tests.test_s3c_self_contained_fresh_tenant_live_proof.TestFreshEndpointSmoke::test_skus_list,CONFIGURATION_DRIFT,Bootstrap reconcile: reporting_role does not exist; migration 011_s6_p_reporting_role must run first,YES,WP-RECONCILE-ROLE
tests.test_s4_jobs_local::test_concurrent_job_execution,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s4_jobs_local::test_enqueue_job,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s4_jobs_local::test_graceful_shutdown,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s4_jobs_local::test_job_execution,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s4_jobs_local::test_job_execution_with_delay,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s4_jobs_local::test_job_failure_handling,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s4_jobs_local::test_job_handler_registration,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s4_jobs_local::test_job_metrics,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s4_jobs_local::test_queue_status,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s4_jobs_local::test_unregistered_job_error,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s4_jobs_local::test_worker_limit,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s4_jobs_persistence::test_job_max_retries_reached,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s4_jobs_persistence::test_job_persistence_happy_path,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s4_jobs_persistence::test_job_record_persistence,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s4_jobs_persistence::test_job_retry_on_failure,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s4_jobs_persistence::test_multiple_jobs_persistence,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_5_ledger_hardening::test_application_rejects_unbalanced_transaction,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_5_ledger_hardening::test_balanced_transaction_still_works,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_5_ledger_hardening::test_database_blocks_delete_operations,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_5_ledger_hardening::test_database_blocks_update_operations,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_5_ledger_hardening::test_entry_version_column_exists_and_defaults,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_5_ledger_hardening::test_hash_column_exists_and_nullable,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_5_ledger_hardening::test_high_precision_amounts_balanced_correctly,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_5_ledger_hardening::test_trigger_attached_to_table,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_5_ledger_hardening::test_trigger_function_exists,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_5_ledger_hardening::test_various_unbalanced_scenarios,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_5_ledger_hardening::test_zero_amount_entries_allowed_if_balanced,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5a_fresh_tenant_real_user_journey_gate::test_existing_tenant_bootstrap_reconciles_missing_returned_order_status,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5a_fresh_tenant_real_user_journey_gate::test_fresh_tenant_bootstrap_supports_returned_order_status_for_real_return_journey,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5a_fresh_tenant_real_user_journey_gate::test_s5a_fresh_tenant_real_user_journey_gate,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d4b_settled_cash_payment::test_api_credit_paid_settle_targets_cash_transfer_only,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d4b_settled_cash_payment::test_api_failed_transition_no_settle,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d4b_settled_cash_payment::test_api_full_cash_settles_payment_to_completed,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d4b_settled_cash_payment::test_api_legacy_pay_no_settle,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d4b_settled_cash_payment::test_api_partial_cash_does_not_settle,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d4b_settled_cash_payment::test_api_proposed_paid_but_returned_non_paid_does_not_settle,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d4b_settled_cash_payment::test_api_second_partial_completes_and_settles,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d4b_settled_cash_payment::test_api_transfer_full_payment_settle_called,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d4b_settled_cash_payment::test_route_settlement_failure_rolls_back_payment_order_balance_and_ledger,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d4b_settled_cash_payment::test_settle_update_executes_scoped_sql,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d4b_settled_cash_payment::test_settle_update_leaves_credit_rows_pending,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d4b_settled_cash_payment::test_settle_update_zero_rows_when_none_pending,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d5_payment_ledger_runtime_invariant::test_credit_payment_is_pending_and_excluded_from_completed_ledger_invariant,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d5_payment_ledger_runtime_invariant::test_full_cash_payment_completes_and_has_balanced_ledger,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d5_payment_ledger_runtime_invariant::test_full_transfer_payment_completes_and_has_balanced_ledger,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d5_payment_ledger_runtime_invariant::test_partial_cash_payment_only_gets_completed_ledger_coverage_on_final_payment,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d5_payment_ledger_runtime_invariant::test_partial_transfer_payment_does_not_complete_without_ledger_coverage,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d6_multi_partial_payment_state_machine::test_cash_allows_multiple_partials_then_final_balanced_settlement,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5d6_multi_partial_payment_state_machine::test_transfer_allows_multiple_partials_then_final_balanced_settlement,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_ledger::test_balance_projection_as_of_date,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_ledger::test_calculate_account_balance,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_ledger::test_credit_paid_skips_cash_settlement_ledger,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_ledger::test_default_paid_posts_cash_settlement_ledger,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_ledger::test_explicit_cash_paid_posts_cash_settlement,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_ledger::test_full_order_lifecycle_accounting,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_ledger::test_get_entries_for_reference,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_ledger::test_ledger_immutability,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_ledger::test_multiple_orders_accounting,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_ledger::test_order_confirmation_creates_ledger_entries,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_ledger::test_payment_received_updates_ledger,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_ledger::test_post_balanced_transaction,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_ledger::test_post_single_entry,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_ledger::test_reject_unbalanced_transaction,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_ledger::test_zero_balance_for_unused_account,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_order_state_machine::test_cannot_fulfill_unpaid_order,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_order_state_machine::test_concurrent_transition_with_locking,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_order_state_machine::test_happy_path_draft_to_fulfilled,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_order_state_machine::test_illegal_transition_draft_to_fulfilled,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_order_state_machine::test_invariant_violation_confirm_zero_total,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_order_state_machine::test_order_not_found,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_order_state_machine::test_partially_paid_self_transition_allowed_only_for_payment_context,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_order_state_machine::test_partial_payment_flow,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_order_state_machine::test_terminal_state_no_transitions,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_order_state_machine::test_transition_with_updated_by,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s5_order_state_machine::test_void_vs_cancel_rules,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_2_materialized_views::test_advisory_lock_prevents_double_refresh,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_2_materialized_views::test_mv_sales_daily_accessible_by_reporting_user,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_2_materialized_views::test_mv_sales_daily_has_unique_index,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_2_materialized_views::test_mv_sales_daily_staleness_then_refresh,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_2_materialized_views::test_receivables_summary_is_realtime,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_3_dashboard_api::test_query_builder_cross_view_metric_raises,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_3_dashboard_api::test_query_builder_empty_mv_returns_zeros,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_3_dashboard_api::test_query_builder_fetch_all_receivables,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_3_dashboard_api::test_query_builder_fetch_kpi_summary,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_3_dashboard_api::test_query_builder_fetch_time_series,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_3_dashboard_api::test_query_builder_reporting_user_access,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_4_async_exports.TestCsvStreaming::test_csv_writer_handles_empty_result,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_4_async_exports.TestCsvStreaming::test_csv_writer_produces_valid_file,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_4_async_exports.TestCsvStreaming::test_csv_writer_streams_in_batches,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_4_async_exports.TestExportWorker::test_worker_rejects_empty_tenant_id,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_4_async_exports.TestExportWorker::test_worker_rejects_invalid_metric,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_4_async_exports.TestExportWorker::test_worker_rejects_invalid_view,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6b_payment_write_path_unification::test_legacy_payments_post_is_disabled_before_any_db_side_effect,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_p_reporting_constraints::test_reporting_query_timeout,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_p_reporting_constraints::test_reporting_role_has_timeout,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_p_reporting_constraints::test_reporting_user_cannot_delete,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_p_reporting_constraints::test_reporting_user_cannot_insert,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_p_reporting_constraints::test_reporting_user_cannot_update,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_p_reporting_constraints::test_reporting_user_can_read_public_tables,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s6_p_reporting_constraints::test_reporting_user_can_select,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_2_enforcement.TestAuditWriterService::test_write_audit_log_creates_entry,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_2_enforcement.TestAuditWriterService::test_write_audit_log_swallows_db_error,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_2_enforcement.TestAuditWriterService::test_write_audit_log_with_metadata,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_2_enforcement.TestFullRequestFlow::test_admin_views_dashboard_full_flow,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_2_enforcement.TestFullRequestFlow::test_multi_role_user_full_flow,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_2_enforcement.TestFullRequestFlow::test_viewer_export_denied_full_flow,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_2_enforcement.TestRequireBIPermission::test_admin_allowed,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_2_enforcement.TestRequireBIPermission::test_cross_tenant_denied,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_2_enforcement.TestRequireBIPermission::test_finance_can_export,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_2_enforcement.TestRequireBIPermission::test_no_auth_raises_401,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_2_enforcement.TestRequireBIPermission::test_returns_policy_result,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_2_enforcement.TestRequireBIPermission::test_viewer_cannot_export,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_2_enforcement.TestRequireBIPermission::test_viewer_can_view,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_4_t3_resolver_api.TestDbAssetResolver::test_resolve_invalid_uuid_returns_none,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_4_t3_resolver_api.TestDbAssetResolver::test_resolve_non_report_urn_returns_none,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_4_t3_resolver_api.TestDbAssetResolver::test_resolve_no_tenant_returns_none,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_4_tenant_assets.TestDynamicRegistry::test_async_cache_hit_skips_resolver,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_4_tenant_assets.TestDynamicRegistry::test_async_raises_for_truly_unknown,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_4_tenant_assets.TestDynamicRegistry::test_async_resolver_called_for_unknown_urn,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_4_tenant_assets.TestDynamicRegistry::test_async_static_lookup,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_4_tenant_assets.TestDynamicRegistry::test_null_resolver_list_empty,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s7_4_tenant_assets.TestDynamicRegistry::test_null_resolver_returns_none,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_search_path::test_search_path_is_set,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_security_privacy.TestProductionErrorMasking::test_non_production_error_shows_details,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_security_privacy.TestProductionErrorMasking::test_production_error_hides_exception_type,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_security_privacy.TestProductionErrorMasking::test_production_error_hides_file_paths,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_security_privacy.TestProductionErrorMasking::test_production_error_includes_request_id,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_security_privacy.TestSecurityRegressionTests::test_production_env_check_works,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_security_privacy.TestTenantIsolationEnforcement::test_missing_tenant_schema_raises_error,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_security_privacy.TestTenantIsolationEnforcement::test_unauthenticated_request_skips_tenant_check,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_security_privacy.TestTenantIsolationEnforcement::test_valid_tenant_schema_passes,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
